course_id,credits,course_name_zh,course_name_en,instructor_zh,instructor_en,department_zh,department_en,time,time_en,location,course_type,language,is_core,changes,notes
464861021,3.0,研究方法,Research Methods,孫秀蕙,SUN HSIU-HUI,傳播碩一傳播碩二,Master Program in Communication,一D56,mon13-16,大勇210404,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:方法類群
464861031,3.0,研究方法,Research Methods,蘇蘅,SU HERNG,傳播碩一傳播碩二,Master Program in Communication,一D56,mon13-16,傳播310431,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:方法類群
464865001,3.0,新聞資訊與實踐,Journalism : Information & Practices,陳百齡,CHEN PAI-LIN,傳播碩一傳播碩二,Master Program in Communication,四567,thu14-17,傳播310431,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:主題類群
464866001,3.0,想像敘事與互動基礎,Imagination : Fundamental and Application,陳聖智,CHEN SHENG-CHIH,傳播碩一傳播碩二,Master Program in Communication,二D56,tue13-16,電算微三室,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/08/27;,＠備註Note:理論類群
464872001,3.0,公共關係理論與實務應用,Public Relations Theories and Practices,鄭怡卉,CHENG I-HUEI,傳播碩一傳播碩二,Master Program in Communication,二234,tue09-12,新館180301,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:理論類群
464873001,3.0,廣告理論與實務應用,Advertising Theories and Practices,林淑芳,LIN SHU-FANG,傳播碩一傳播碩二,Master Program in Communication,四34C,thu10-13,新館180301,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:理論類群
464874001,3.0,媒介政策與法規研究,Media Law and Policies,彭芸,PENG BONNIE,傳播碩一傳播碩二,Master Program in Communication,四567,thu14-17,傳播310309,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:選修類群
464893001,3.0,創意溝通專題：美術攝影創作,Special Topics in Creative Communication : Fine Art Photography,游本寬,YU BEN-KUAN,傳播碩一傳播碩二,Master Program in Communication,五234,fri09-12,大勇210402,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:選修類群
464906001,3.0,報導文學,Reportage,林元輝,LIN YUAN-HUEI,傳播碩一傳播碩二,Master Program in Communication,二567,tue14-17,傳播310431,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:選修類群
464916001,3.0,專題：災難與傳播,Seminar : Disaster and Communication Interdisciplinary Study,許瓊文,HSU CHIUNG-WEN,傳播碩一傳播碩二,Master Program in Communication,三34C,wed10-13,大勇210402,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:主題類群
464932001,3.0,言說分析,Discourse Analysis,方念萱,FANG NIEN-HSUAN,傳播碩一傳播碩二,Master Program in Communication,四34C,thu10-13,傳播310431,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:方法類群
464934001,3.0,性別與傳播科技,Gender & Communication Technology,康庭瑜,KANG TING-YU,傳播碩一傳播碩二,Master Program in Communication,一567,mon14-17,大勇210405,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:理論類群
464935001,3.0,想像與書寫,Thinking and Writing,盧非易,LU FEI-I,傳播碩一傳播碩二,Master Program in Communication,三D56,wed13-16,大勇210316,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:理論類群
464937001,1.0,專業實習,Internship,鄭霈絨,CHENG PEI-JUNG,傳播碩一傳播碩二,Master Program in Communication,一2,mon09-10,大勇210402,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:主題類群
464939001,3.0,跨文化傳播專題,Seminar on Cross-cultural Communication,黃葳威,HUANG WEI-WEI,傳播碩一傳播碩二,Master Program in Communication,四234,thu09-12,大勇210402,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:主題類群
464946001,3.0,媒介社會學,Media Sociology,柯裕棻,KO YU-FEN,傳播碩一傳播碩二,Master Program in Communication,三567,wed14-17,大勇210404,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:理論類群
464948001,3.0,運動、媒體與社會,"Sports, Media and Society",劉昌德,LIU CHANG-DE,傳播碩一傳播碩二,Master Program in Communication,四78E,thu16-19,大勇210406,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:主題類群
465002001,3.0,傳播理論與社會學,Sociology of Media and Communication,黃俊銘,HUANG CHUN MING,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,四34C,thu10-13,,群/Partially Required,中文,否/No,＠異動資訊Information of alteration:停開於2024/09/27;,＠備註Note:N/A
465003001,3.0,媒介社會學,Media Sociology,柯裕棻,KO YU-FEN,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,三567,wed14-17,大勇210404,群/Partially Required,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
465004001,3.0,冷戰文藝與性政治專題,Cultural and Sexual Politics in Cold War,陳佩甄,CHEN PEI-JEAN,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,五567,fri14-17,百年330306,群/Partially Required,中文,否/No,＠異動資訊Information of alteration:教室異動於2024/09/10;,＠備註Note:N/A
465005001,3.0,語言人類學,Linguistic Anthropology,劉子愷,LIU TZU KAI,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,五D56,fri13-16,,群/Partially Required,中文,否/No,＠異動資訊Information of alteration:停開於2024/09/27;,＠備註Note:N/A
465943001,2.0,近現代大眾文化史專題,The History of the Popular Culture Theory,李衣雲,LEE I-YUN,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,二56,tue14-16,,選/Elective,中文,否/No,＠異動資訊Information of alteration:停開於2024/09/27;,＠備註Note:N/A
465944001,3.0,身體與書寫,Body and Writing,謝杰廷,HSIEH CHIEH-TING,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,二D56,tue13-16,傳播310310,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
465945001,3.0,專題：災難與傳播,Seminar: Disaster and Communication Interdisciplinary Study,許瓊文,HSU CHIUNG-WEN,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,三34C,wed10-13,,選/Elective,中文,否/No,＠異動資訊Information of alteration:停開於2024/09/27;,＠備註Note:N/A
465946001,1.0,亞洲政經趨勢研究,Political-economic Tendencies in Asian Countries,陳儒修,CHEN RU-SHOU,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,未定或彈性,,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:中英文雙語授課。暑假密集授課（113/07/30-08/05，下午），上課地點另洽授課教師。
465947001,1.0,亞洲歷史與社會比較研究,Comparative Studies of Histories and Societies in Asian Countries,陳儒修,CHEN RU-SHOU,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,未定或彈性,,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:中英文雙語授課。暑假密集授課（113/07/30-08/05，上午），上課地點另洽授課教師。
465949001,1.0,亞際流行文化研究專題,Special Topics on Inter-Asia Popular Culture Studies,陳儒修,CHEN RU-SHOU,亞際碩一,International Master's Program in Inter-Asia Cultural Studies,未定或彈性,,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:中英文雙語授課。暑假密集授課（113/07/22-07/26，上午），第一次上課地點大勇210417。
500006001,3.0,語言與世界,Language and the World,萬依萍,WAN I-PING,外院學士,College of Foreign Languages,五234,fri09-12,,群/Partially Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:停開於2024/08/01;,＠備註Note:本課程於加退選時間開放加選。
501009001,3.0,英語語言學概論,Introduction to English Linguistics,徐嘉慧,CHUI KA-WAI,英文一甲,Department of English,二234,tue09-12,研究250102,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501009011,3.0,英語語言學概論,Introduction to English Linguistics,賴惠玲,LAI HUEI-LING,英文一乙,Department of English,二234,tue09-12,季陶340402,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501010001,3.0,西洋文學概論,Introduction to Western Literature,林質心,LIN CHIH-HSIN,英文一甲,Department of English,三234,wed09-12,研究250204,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501010011,3.0,西洋文學概論,Introduction to Western Literature,許立欣,HSU LI-HSIN,英文一乙,Department of English,三234,wed09-12,季陶340302,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501019001,3.0,寫作與閱讀（二）,Writing and Reading (II),劉怡君,LIU YI-CHUN,英文二甲英文二乙,Department of English,二234,tue09-12,商館260308,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501019021,3.0,寫作與閱讀（二）,Writing and Reading (II),張晨恩,CHANG CHEN-AN,英文二甲英文二乙,Department of English,二234,tue09-12,季陶340408,必/Required,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/08/21;,＠備註Note:N/A
501019041,3.0,寫作與閱讀（二）,Writing and Reading (II),黃怡萍,HUANG YI-PING,英文二甲英文二乙,Department of English,二234,tue09-12,逸仙050103,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501019051,3.0,寫作與閱讀（二）,Writing and Reading (II),趙順良,CHAO SHUN-LIANG,英文二甲英文二乙,Department of English,二234,tue09-12,逸仙050203,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501041111,3.0,寫作與閱讀（一）,Writing and Reading (I),林質心,LIN CHIH-HSIN,英文一甲英文一乙,Department of English,四234,thu09-12,逸仙050103,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501041121,3.0,寫作與閱讀（一）,Writing and Reading (I),吳易道,WU YIH DAU,英文一甲英文一乙,Department of English,四234,thu09-12,研究250207,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501041131,3.0,寫作與閱讀（一）,Writing and Reading (I),吳敏華,WU MIN-HUA,英文一甲英文一乙,Department of English,四234,thu09-12,季陶340305,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501041141,3.0,寫作與閱讀（一）,Writing and Reading (I),黃怡萍,HUANG YI-PING,英文一甲英文一乙,Department of English,四234,thu09-12,商館260304,必/Required,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/27;,＠備註Note:N/A
501041151,3.0,寫作與閱讀（一）,Writing and Reading (I),鄭傳傑,CHENG CHUAN CHIEH,英文一甲英文一乙,Department of English,四234,thu09-12,季陶340304,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501045001,3.0,翻譯專題：翻譯理論,Topics on Translation : Translation Theory,余淑慧,YEE SOH-FEE,英文四甲英文四乙,Department of English,一D56,mon13-16,季陶340406,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501056001,3.0,翻譯專題：翻譯的基本概念及技巧,Topics on Translation : Basic Concepts and Techniques of Translation,陳國華,CHEN KUO-HUA,英文四甲英文四乙,Department of English,五D56,fri13-16,百年330108,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/13;,＠備註Note:N/A
501057001,3.0,英語口語訓練（一）：口語訓練與聽力,English Oral Training (I) : Oral Training and Listening,薩文蕙,SAH WEN-HUI,英文一甲英文一乙,Department of English,三D56,wed13-16,研究250302,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501057011,3.0,英語口語訓練（一）：口語訓練與聽力,English Oral Training (I) : Oral Training and Listening,鄭傳傑,CHENG CHUAN CHIEH,英文一甲英文一乙,Department of English,三D56,wed13-16,季陶340309,必/Required,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/11;,＠備註Note:N/A
501057021,3.0,英語口語訓練（一）：口語訓練與聽力,English Oral Training (I) : Oral Training and Listening,許麗媛,HSU LI-YUAN,英文一甲英文一乙,Department of English,三D56,wed13-16,研究250204,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501060001,3.0,語言學習導論,Introduction to Language Learning,招靜琪,CHAO CHIN-CHI,英文二甲英文二乙,Department of English,四567,thu14-17,學思040208,群/Partially Required,英文/English,否/No,＠異動資訊Information of alteration:時間異動於2024/08/06;,＠備註Note:N/A
501061001,3.0,英語口語訓練（三）：口語訓練與閱讀,English Oral Training (III): Oral Training & Reading,羅狼仁,PHILLIPS BRIAN-DAVID,英文二甲英文二乙,Department of English,三234,wed09-12,研究250420,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501061011,3.0,英語口語訓練（三）：口語訓練與閱讀,English Oral Training (III): Oral Training & Reading,姜翠芬,JIANG TSUI-FEN,英文二甲英文二乙,Department of English,三234,wed09-12,研究250422,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501061021,3.0,英語口語訓練（三）：口語訓練與閱讀,English Oral Training (III): Oral Training & Reading,鄭傳傑,CHENG CHUAN CHIEH,英文二甲英文二乙,Department of English,三234,wed09-12,季陶340309,必/Required,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/11;,＠備註Note:N/A
501062001,3.0,英國文學：1600以前,English Literature Before 1600,施堂模,SELLARI THOMAS-JOHN,英文二甲英文二乙,Department of English,一D56,mon13-16,季陶340108,群/Partially Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501063001,3.0,十九世紀英國文學,19th Century English Literature,陳音頤,CHEN YIN-I,英文三甲英文三乙英文四甲英文四乙,Department of English,一D56,mon13-16,研究250101,群/Partially Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501064001,3.0,翻譯專題：理論與實務,Topics on Translation : Theory and Practice,吳敏華,WU MIN-HUA,英文四甲英文四乙,Department of English,二567,tue14-17,季陶340309,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501065001,3.0,語言與認知,Language and Cognition,薩文蕙,SAH WEN-HUI,英文二甲英文二乙,Department of English,二D56,tue13-16,研究250105,群/Partially Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501780001,3.0,進階寫作：短篇小說與文學論文,English Writing : Reading Short Stories and Writing Papers on Literature,陳音頤,CHEN YIN-I,英文三甲英文三乙,Department of English,五D56,fri13-16,,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:停開於2024/09/19;時間異動於2024/09/06;,＠備註Note:N/A
501806001,3.0,科幻小說與奇幻文學,Science Fiction and Fantasy Literature,羅狼仁,PHILLIPS BRIAN-DAVID,英文三甲英文三乙,Department of English,四234,thu09-12,研究250102,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501809001,3.0,社會語言學導論,Introduction to Sociolinguistics,劉怡君,LIU YI-CHUN,英文三甲英文三乙,Department of English,四567,thu14-17,研究250204,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:時間異動於2024/08/06;,＠備註Note:N/A
501827001,3.0,莎士比亞,Shakespeare,施堂模,SELLARI THOMAS-JOHN,英文三甲英文三乙,Department of English,三234,wed09-12,季陶340401,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/19;,＠備註Note:N/A
501840001,3.0,語用學導論,Introduction to Pragmatics,張晨恩,CHANG CHEN-AN,英文二甲英文二乙,Department of English,三D56,wed13-16,季陶340413,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/08/21;,＠備註Note:N/A
501856001,3.0,進階英語口語訓練：新聞,Advanced English Oral Training: Journalistic English,吳承翰,WU CHENG-HAN,英文三甲英文三乙,Department of English,五D56,fri13-16,研究250309,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
501857001,3.0,進階英語口語訓練：商用,Advanced English Oral Training: Business English,安東尼,ANTONY DAVID PARNIGONI,英文三甲英文三乙,Department of English,三234,wed09-12,商館260310,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/11;,＠備註Note:N/A
501861001,3.0,語法學導論,Introduction to Syntax,賴惠玲,LAI HUEI-LING,英文二甲英文二乙,Department of English,四234,thu09-12,英文系圖書室,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/10/01;,＠備註Note:N/A
501862001,3.0,近代英文小說,Recent Fiction in English,劉建基,LIU CHIEN-CHI,英文三甲英文三乙,Department of English,四D56,thu13-16,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:停開於2024/09/18;,＠備註Note:N/A
501891001,3.0,文學理論與批評,Literary Theory and Criticism,趙順良,CHAO SHUN-LIANG,英文三甲英文三乙,Department of English,四234,thu09-12,商館260101,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/02;,＠備註Note:N/A
502045001,2.0,阿拉伯語（三）,Arabic (III),鍾念雩,CHUNG NIEN-YU,阿文三,Department of Arabic Language and Culture,四56,thu14-16,研究250302,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502101001,3.0,阿拉伯語（一）,Arabic (1),傅怡萱,FU YI-HSUAN,阿文一,Department of Arabic Language and Culture,二2四34,"tue09-10,thu10-12",研究250106學思040303,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學號末碼為單數
502101011,3.0,阿拉伯語（一）,Arabic (1),傅怡萱,FU YI-HSUAN,阿文一,Department of Arabic Language and Culture,二C四56,"tue12-13,thu14-16",研究250302研究250106,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學號末碼為雙數
502108001,3.0,阿拉伯語（二）,Arabic (2),傅怡萱,FU YI-HSUAN,阿文二,Department of Arabic Language and Culture,一56四2,"mon14-16,thu09-10",學思040103學思040303,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:教室異動於2024/11/01;,＠備註Note:N/A
502111001,2.0,阿拉伯語語法（一）,Arabic Syntax (1),馬穆德,MAHMOUD TALAB HASAN ABDELDEEN,阿文二,Department of Arabic Language and Culture,四34,thu10-12,研究250204,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:教室異動於2024/09/19;,＠備註Note:N/A
502114001,3.0,應用阿拉伯語（一）,Applied Arabic (1),馬穆德,MAHMOUD TALAB HASAN ABDELDEEN,阿文一,Department of Arabic Language and Culture,二34四D,"tue10-12,thu13-14",研究250106,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學號末碼為單數
502114011,3.0,應用阿拉伯語（一）,Applied Arabic (1),鍾念雩,CHUNG NIEN-YU,阿文一,Department of Arabic Language and Culture,二34四D,"tue10-12,thu13-14",研究250302,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:學號末碼為雙數
502115001,3.0,應用阿拉伯語（二）,Applied Arabic (2),王經仁,WANG CHING-JEN,阿文二,Department of Arabic Language and Culture,二34三C,"tue10-12,wed12-13",學思040301學思040303,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:教室異動於2024/09/11;,＠備註Note:學號末碼為單數
502115011,3.0,應用阿拉伯語（二）,Applied Arabic (2),王經仁,WANG CHING-JEN,阿文二,Department of Arabic Language and Culture,二56三D,"tue14-16,wed13-14",資訊140308學思040303,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:教室異動於2024/09/10;,＠備註Note:學號末碼為雙數
502119001,2.0,阿拉伯語詞法概論,Introduction to Arabic Morphology,傅怡萱,FU YI-HSUAN,阿文二,Department of Arabic Language and Culture,三34,wed10-12,研究250302,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502122001,1.0,阿拉伯語聽力（二）,Arabic Listening (2),張景安,CHANG CHING-AN,阿文二,Department of Arabic Language and Culture,四C,thu12-13,商館260311,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502124001,2.0,阿拉伯語（四）,Arabic (IV),蘇怡文,SU I-WEN,阿文四,Department of Arabic Language and Culture,五34,fri10-12,道藩320112,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502125001,2.0,媒體阿拉伯語,Media Arabic,張景安,CHANG CHING-AN,阿文四,Department of Arabic Language and Culture,三56,wed14-16,學思040107,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502126001,2.0,阿拉伯語語法（二）,Arabic Syntax (2),叢培臻,TSUNG PEI-CHEN,阿文三,Department of Arabic Language and Culture,二56,tue14-16,學思040208,必/Required,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:教室異動於2024/09/23;,＠備註Note:N/A
502129001,2.0,阿拉伯世界概論（一）,Introduction to Arab World I,張景安,CHANG CHING-AN,阿文一,Department of Arabic Language and Culture,三34,wed10-12,學思040107,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502814001,3.0,突厥語族與文化,Turkic Peoples and Cultures,艾彌拉,Tasbas Aymira,阿文三阿文四,Department of Arabic Language and Culture,三D56,wed13-16,道藩320215,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502815001,3.0,阿拉伯文學史與作品賞析,Arabic Literature: History and Appreciation,王經仁、叢培臻,WANG CHING-JEN/TSUNG PEI-CHEN,阿文三阿文四,Department of Arabic Language and Culture,三234,wed09-12,研究250421,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502816001,3.0,研究方法與論文寫作,Research Methodology and Thesis Writing,蘇怡文,SU I-WEN,阿文三阿文四,Department of Arabic Language and Culture,四D56,thu13-16,道藩320217,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502857001,3.0,吉爾吉斯語（一）,Kyrgyz 1,艾彌拉,Tasbas Aymira,阿文三阿文四,Department of Arabic Language and Culture,一D56,mon13-16,道藩320113,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502862001,2.0,阿拉伯諺語,Arabic Proverbs,馬穆德,MAHMOUD TALAB HASAN ABDELDEEN,阿文三阿文四,Department of Arabic Language and Culture,一56,mon14-16,研究250420,選/Elective,阿拉伯文/Arabic,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
502942001,3.0,中東專題研究,Seminar in Middle Eastern Studies,張景安,CHANG CHING-AN,阿文三阿文四,Department of Arabic Language and Culture,四234,thu09-12,商館260204,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/19;,＠備註Note:N/A
504021001,2.0,初級俄語,Elementary Russian,吳佳靜,WU CHIA-CHING,斯語一甲,Department of Slavic Languages and Literatures,四34,thu10-12,道藩320111,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/10;,＠備註Note:N/A
504021011,2.0,初級俄語,Elementary Russian,張珮琪,CHANG PEI-CHI,斯語一乙,Department of Slavic Languages and Literatures,二12,tue08-10,道藩320112,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
504024001,2.0,初級俄語語法,Elementary Russian Grammar,吳佳靜,WU CHIA-CHING,斯語一甲,Department of Slavic Languages and Literatures,三34,wed10-12,道藩320113,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
504024011,2.0,初級俄語語法,Elementary Russian Grammar,張珮琪,CHANG PEI-CHI,斯語一乙,Department of Slavic Languages and Literatures,四34,thu10-12,道藩320218,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/10/17;,＠備註Note:N/A
504031001,3.0,中級俄語,Intermediate Russian,劉心華,LIU SHIN-HWA,斯語二甲斯語二乙,Department of Slavic Languages and Literatures,二34四3,"tue10-12,thu10-11",道藩320112道藩320113,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
504031011,3.0,中級俄語,Intermediate Russian,柯瓊鎣,KO CHIUNG-YING,斯語二甲斯語二乙,Department of Slavic Languages and Literatures,二34三3,"tue10-12,wed10-11",道藩320316道藩320112,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/11;,＠備註Note:N/A
504032001,3.0,中級俄語語法,Intermediate Russian Grammar,劉心華,LIU SHIN-HWA,斯語二甲斯語二乙,Department of Slavic Languages and Literatures,三34四4,"wed10-12,thu11-12",道藩320215道藩320113,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
504032011,3.0,中級俄語語法,Intermediate Russian Grammar,柯瓊鎣,KO CHIUNG-YING,斯語二甲斯語二乙,Department of Slavic Languages and Literatures,三4四12,"wed11-12,thu08-10",道藩320112,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/11;,＠備註Note:N/A
504047001,1.0,應用俄語寫作,Applied Russian Composition,薩承科,SAVCHENKO ALEKSANDR,斯語四甲斯語四乙,Department of Slavic Languages and Literatures,三56,wed14-16,道藩320315,必/Required,俄文/Russian,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:109級必修
504054001,1.0,初級俄語會話,Elementary Russian Conversation,薩承科,SAVCHENKO ALEKSANDR,斯語一甲,Department of Slavic Languages and Literatures,五34,fri10-12,道藩320113,必/Required,俄文/Russian,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
504054011,1.0,初級俄語會話,Elementary Russian Conversation,瓦列格夫,ALEXEY VOLEGOV,斯語一乙,Department of Slavic Languages and Literatures,三34,wed10-12,百年330109,必/Required,俄文/Russian,否/No,＠異動資訊Information of alteration:教室異動於2024/10/17;,＠備註Note:N/A
504055001,2.0,中級俄語會話,Intermediate Russian Conversation,薩承科,SAVCHENKO ALEKSANDR,斯語二甲斯語二乙,Department of Slavic Languages and Literatures,二12四12,"tue08-10,thu08-10",道藩320113,必/Required,俄文/Russian,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
504055011,2.0,中級俄語會話,Intermediate Russian Conversation,瓦列格夫,ALEXEY VOLEGOV,斯語二甲斯語二乙,Department of Slavic Languages and Literatures,二12四34,"tue08-10,thu10-12",百年330109,必/Required,俄文/Russian,否/No,＠異動資訊Information of alteration:教室異動於2024/09/10;,＠備註Note:N/A
504056001,2.0,進階俄語會話,Advanced Russian Conversation,薩承科,SAVCHENKO ALEKSANDR,斯語三甲斯語三乙,Department of Slavic Languages and Literatures,三12五12,"wed08-10,fri08-10",道藩320113,必/Required,俄文/Russian,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
504056011,2.0,進階俄語會話,Advanced Russian Conversation,瓦列格夫,ALEXEY VOLEGOV,斯語三甲斯語三乙,Department of Slavic Languages and Literatures,三12五12,"wed08-10,fri08-10",百年330109,必/Required,俄文/Russian,否/No,＠異動資訊Information of alteration:教室異動於2024/10/17;,＠備註Note:N/A
504057001,1.0,高階俄語會話,Advanced Russian Conversation II,薩承科,SAVCHENKO ALEKSANDR,斯語四甲斯語四乙,Department of Slavic Languages and Literatures,四56,thu14-16,道藩320113,必/Required,俄文/Russian,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:109級必修
